"Survey","Date","StationName","StationNumber","Cultch","Quadrat","TotalVol","TotalWt","LiveSpat","Drills","Year","Month","Day","Period","season"
13,2018-11-07,"NFWF Hotel Bar",5,200,8,0.3,0.75,1,0,2018,11,7,8,"Winter"
13,2018-11-07,"NFWF Hotel Bar",5,200,9,0.4,1.12,11,0,2018,11,7,8,"Winter"
13,2018-11-07,"NFWF Hotel Bar",5,200,10,0.6,1.53,17,2,2018,11,7,8,"Winter"
13,2018-11-07,"NFWF Hotel Bar",5,200,11,0.5,1.39,10,2,2018,11,7,8,"Winter"
13,2018-11-07,"NFWF Hotel Bar",5,200,12,0.75,1.6,11,0,2018,11,7,8,"Winter"
13,2018-11-07,"NFWF Hotel Bar",5,200,13,0.65,1.47,6,0,2018,11,7,8,"Winter"
13,2018-11-07,"NFWF Hotel Bar",5,200,14,0.7,1.57,14,1,2018,11,7,8,"Winter"
13,2018-11-07,"NFWF Hotel Bar",5,200,15,0.25,0.9,2,0,2018,11,7,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,1,0.5,1.71,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,2,1.5,3.34,6,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,3,0.9,2.1,8,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,4,0.8,1.96,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,5,1.4,2.91,1,1,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,6,0.75,1.58,2,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,7,0.7,1.73,3,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,8,0.75,1.42,1,1,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,9,0.3,1.04,2,1,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,10,0.5,1.16,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,11,1.1,2.49,3,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,12,0.6,1.36,5,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,13,0.8,2.06,2,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,14,0.5,1.3,0,2,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",1,300,15,0.8,1.97,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,1,0.4,1.17,3,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,2,0.75,1.8,5,2,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,3,0.5,1.11,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,4,0.6,1.5,2,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,5,0.5,1.2,5,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,6,0.4,1.12,3,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,7,0.55,1.39,14,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,8,0.7,1.46,4,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,9,0.3,1.005,1,1,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,10,0.4,1.02,1,2,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,11,0.9,1.88,4,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,12,0.5,1.3,4,2,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,13,0.5,1.42,2,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,14,0.7,1.73,1,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",2,100,15,0.5,1.1,1,2,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,1,0.65,1.33,4,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,2,1.3,2.83,2,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,3,1.2,3.37,3,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,4,1.4,3.1,2,2,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,5,2.6,6.38,8,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,6,0.75,2.05,1,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,7,1.25,3.24,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,8,1.25,3.05,2,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,9,0.6,1.4,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,10,1,2.79,1,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,11,0.9,2.68,1,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,12,1.75,3.4,2,2,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,13,1.1,2.63,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,14,0.5,1.39,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",3,400,15,0.75,1.81,1,1,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,1,0.25,0.58,2,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,2,0.5,1.21,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,3,0.65,1.2,0,1,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,4,0.6,1.26,3,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,5,0.75,1.02,14,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,6,0.4,0.82,1,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,7,0.45,0.67,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,8,0.3,0.67,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,9,0.75,1.51,2,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,10,0.75,1.87,1,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,11,0.6,1.24,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,12,0.35,0.89,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,13,0.4,0.86,1,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,14,1,1.94,1,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",4,0,15,0.5,1.17,2,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,1,0.3,0.58,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,2,0.4,1,6,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,3,0.4,0.73,1,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,4,0.3,0.85,4,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,5,0.6,1.13,2,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,6,0.85,2.04,3,1,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,7,0.45,0.87,2,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,8,0.35,0.7,3,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,9,0.35,0.94,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,10,0.45,0.92,1,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,11,0.4,1.02,1,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,12,0.25,0.55,1,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,13,0.45,0.88,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,14,0.4,0.84,0,0,2018,11,19,8,"Winter"
13,2018-11-19,"NFWF Dry Bar",5,200,15,0.95,2.03,2,1,2018,11,19,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,1,0.2,0.4,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,2,0.5,0.91,2,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,3,0.35,0.73,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,4,0.25,0.45,1,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,5,0.3,0.65,1,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,6,0.2,0.42,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,7,0.3,0.76,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,8,0.45,0.8,1,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,9,0.15,0.4,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,10,0.15,0.29,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,11,0.1,0.34,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,12,0.3,0.47,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,13,0.25,0.49,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,14,0.25,0.51,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",1,0,15,0.25,0.48,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,1,0.75,1.92,4,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,2,0.6,1.16,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,3,0.75,1.7,2,1,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,4,0.35,0.84,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,5,0.4,0.92,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,6,0.25,0.45,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,7,0.25,0.76,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,8,0.25,0.83,1,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,9,0.5,1.03,2,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,10,0.25,0.46,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,11,0.5,1.29,1,1,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,12,1,2.07,0,1,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,13,0.75,1.69,4,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,14,0.7,1.81,1,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",2,200,15,0.5,1.26,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,1,0.25,0.43,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,2,0.25,0.62,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,3,0.2,0.41,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,4,0.4,0.88,2,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,5,0.2,0.38,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,6,0.25,0.51,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,7,0.25,0.53,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,8,0.25,0.43,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,9,0.15,0.3,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,10,0.2,0.48,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,11,0.2,0.4,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,12,0.45,0.93,4,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,13,0.5,1.09,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,14,0.25,0.7,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",3,100,15,0.45,0.88,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,1,0.85,1.83,49,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,2,0.5,1.44,6,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,3,0.6,1.54,4,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,4,0.9,1.96,21,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,5,0.9,1.99,13,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,6,0.5,1.01,3,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,7,0.7,1.6,20,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,8,0.5,0.9,7,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,9,0.4,1.16,4,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,10,0.5,1.28,4,1,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,11,0.45,0.93,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,12,0.5,1.27,5,1,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,13,1,2.25,31,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,14,0.5,1.09,2,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",4,400,15,0.5,1.08,4,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,1,0.25,0.56,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,2,0.8,1.72,7,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,3,0.3,0.6,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,4,0.25,0.43,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,5,0.45,0.91,2,1,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,6,0.25,0.58,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,7,0.3,0.83,2,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,8,0.3,0.78,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,9,0.25,0.58,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,10,0.4,0.9,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,11,0.6,1.33,2,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,12,0.45,1.09,0,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,13,0.75,1.58,9,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,14,0.5,1.3,1,0,2019,1,28,8,"Winter"
14,2019-01-28,"NFWF Bulkhead",5,300,15,0.75,1.67,21,1,2019,1,28,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,1,0.6,1.44,2,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,2,0.5,0.97,2,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,3,0.75,1.61,7,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,4,1.1,2.24,4,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,5,0.8,2.07,7,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,6,0.6,1.19,7,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,7,0.6,1.53,0,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,8,0.3,0.74,0,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,9,0.25,0.93,0,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,10,0.35,0.75,6,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,11,0.4,0.99,5,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,12,0.2,0.7,3,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,13,0.25,0.76,2,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,14,0.5,1.26,3,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",1,100,15,0.5,1.61,1,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,1,0.6,1.1,4,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,2,0.5,1.1,0,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,3,0.5,1.13,1,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,4,0.4,0.85,0,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,5,0.4,0.84,4,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,6,0.3,0.77,3,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,7,0.5,1.18,8,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,8,0.5,1.13,1,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,9,0.6,1.26,4,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,10,0.5,1.21,2,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,11,0.5,1.03,4,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,12,0.7,1.39,4,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,13,0.5,1.18,2,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,14,0.5,0.98,1,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",2,0,15,0.5,1.01,0,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,1,1.9,3.71,23,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,2,1.6,3.92,13,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,3,2,4.65,18,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,4,1.9,3.8,31,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,5,2,4.02,17,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,6,1.8,3.89,34,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,7,1.45,3.28,26,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,8,0.8,1.86,19,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,9,2.5,5.39,50,5,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,10,2.25,4.64,64,4,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,11,2.5,4.94,66,3,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,12,2.5,4.95,51,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,13,1.7,3.65,28,4,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,14,2.25,4.56,12,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",3,300,15,2.4,4.55,26,2,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,1,1.6,3.49,19,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,2,1.1,2.15,28,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,3,1.75,3.5,53,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,4,2.5,5.57,68,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,5,1.4,2.84,12,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,6,1.6,3.61,29,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,7,1,1.99,13,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,8,1.1,2.35,24,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,9,1.5,3.14,13,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,10,2,4.36,29,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,11,0.55,1.45,19,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,12,1.2,2.55,22,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,13,1.75,3.5,52,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,14,1.1,2.69,3,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",4,400,15,1.6,3.45,12,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,1,0.8,1.97,20,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,2,1.4,3.12,29,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,3,1,2.27,16,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,4,1,2.22,14,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,5,1.3,3.43,19,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,6,1.3,2.55,25,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,7,1.4,2.59,40,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,8,2,4.21,47,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,9,0.9,1.61,5,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,10,1.5,2.9,42,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,11,0.8,1.76,8,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,12,1.5,3.22,67,0,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,13,1,2.27,8,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,14,1.15,2.6,31,1,2019,1,7,8,"Winter"
14,2019-01-07,"NFWF Hotel Bar",5,200,15,2,4.5,57,2,2019,1,7,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,1,0.8,1.88,0,1,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,2,1,2.89,0,0,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,3,2,6.21,0,2,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,4,0.6,1.61,0,0,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,5,1.5,2.9,1,1,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,6,1.65,4.24,0,0,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,7,2.2,4.38,0,0,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,8,2.4,5.28,2,0,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,9,1,2.01,0,2,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,10,2,5.28,2,0,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,11,1.9,4.15,2,1,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,12,1.3,3.04,3,1,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,13,1.45,3.81,1,0,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,14,1.5,5.53,0,2,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",1,300,15,1.2,2.94,0,0,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",2,100,1,0.75,1.47,0,1,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",2,100,2,0.5,1.22,1,0,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",2,100,3,0.6,1.46,0,0,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",2,100,4,0.5,1.18,1,1,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",2,100,5,0.9,2.2,0,1,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",2,100,6,0.5,1.44,3,0,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",2,100,7,1.15,2.74,0,0,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",2,100,8,1.15,2.8,1,0,2019,1,17,8,"Winter"
14,2019-01-17,"NFWF Dry Bar",2,100,9,1.25,2.71,2,1,2019,1,17,8,"Winter"
